0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,2,2,0,0,1,2,7,-1,-1,-1,-1,29,38
0,1,2,2,0,2,1,7,-1,-1,-1,-1,30,38
2,1,2,2,1,0,1,7,-1,-1,-1,-1,31,38
2,2,0,1,1,1,0,7,-1,-1,-1,-1,28,38
1,2,0,0,1,1,0,7,-1,-1,-1,-1,28,38
0,2,2,2,0,1,2,7,-1,-1,-1,-1,28,39
1,2,0,0,2,1,2,7,-1,-1,-1,-1,28,39
2,0,1,1,2,1,1,7,-1,-1,-1,-1,28,39
2,0,1,1,1,2,1,7,-1,-1,-1,-1,28,39
2,0,1,2,1,1,1,7,-1,-1,-1,-1,28,39
0,1,2,0,2,2,2,7,-1,-1,-1,-1,28,39
2,0,1,1,0,2,0,7,-1,-1,-1,-1,28,39
2,0,2,1,1,0,0,7,-1,-1,-1,-1,31,39
1,2,2,0,1,1,1,7,-1,-1,-1,-1,29,39
2,2,0,1,1,0,0,7,-1,-1,-1,-1,29,39
0,1,2,2,0,2,2,7,-1,-1,-1,-1,28,39
2,2,0,0,1,1,0,7,-1,-1,-1,-1,28,39
0,2,2,0,2,1,2,7,-1,-1,-1,-1,30,39
2,0,0,1,2,2,2,7,-1,-1,-1,-1,29,39
1,2,2,0,1,0,2,7,-1,-1,-1,-1,30,39
0,1,2,0,2,1,1,7,-1,-1,-1,-1,31,39
0,1,1,2,2,0,1,7,-1,-1,-1,-1,30,39
2,1,1,2,1,0,1,7,-1,-1,-1,-1,30,39
2,0,0,1,2,2,1,7,-1,-1,-1,-1,29,39
1,0,1,0,0,2,0,7,-1,-1,-1,-1,32,39
1,2,0,0,1,0,0,7,-1,-1,-1,-1,28,39
1,2,0,0,0,1,0,7,-1,-1,-1,-1,28,39
0,2,1,1,0,0,0,7,-1,-1,-1,-1,29,39
0,1,2,2,2,0,0,7,-1,-1,-1,-1,28,39
0,2,1,0,2,2,2,7,-1,-1,-1,-1,30,39
0,2,0,2,2,1,2,7,-1,-1,-1,-1,32,39
1,1,2,0,0,2,2,7,-1,-1,-1,-1,29,39
1,0,2,2,1,1,1,7,-1,-1,-1,-1,29,39
0,0,1,1,2,2,1,7,-1,-1,-1,-1,28,39
1,2,2,0,0,1,2,7,-1,-1,-1,-1,30,39
2,0,0,1,2,1,0,7,-1,-1,-1,-1,30,39
1,2,0,1,0,2,2,7,-1,-1,-1,-1,31,39
2,1,2,0,0,2,2,7,-1,-1,-1,-1,30,39
1,0,0,0,1,2,0,7,-1,-1,-1,-1,28,39
1,2,0,0,0,1,1,7,-1,-1,-1,-1,28,39
2,1,0,1,1,1,0,7,-1,-1,-1,-1,29,39
0,2,0,0,1,1,0,7,-1,-1,-1,-1,32,39
1,0,1,2,2,1,1,7,-1,-1,-1,-1,30,39
0,1,0,2,2,1,1,7,-1,-1,-1,-1,31,39
0,1,1,2,0,2,1,7,-1,-1,-1,-1,30,39
0,0,1,2,2,1,1,7,-1,-1,-1,-1,29,39
2,1,0,2,1,1,1,7,-1,-1,-1,-1,30,39
0,1,1,2,0,0,0,7,-1,-1,-1,-1,29,39
2,1,2,1,1,0,1,7,-1,-1,-1,-1,32,39
2,0,1,2,1,0,0,7,-1,-1,-1,-1,31,39
1,0,2,0,0,0,2,7,-1,-1,-1,-1,29,39
1,0,0,1,0,2,0,7,-1,-1,-1,-1,30,39
1,2,1,0,0,2,2,7,-1,-1,-1,-1,31,39
1,0,2,1,0,0,0,7,-1,-1,-1,-1,30,39
2,1,0,0,2,2,2,7,-1,-1,-1,-1,29,39
1,1,2,2,0,0,2,7,-1,-1,-1,-1,28,39
0,1,2,2,2,0,2,7,-1,-1,-1,-1,28,39
0,1,2,2,1,0,1,7,-1,-1,-1,-1,28,39
1,2,2,0,1,1,0,7,-1,-1,-1,-1,29,39
0,1,1,2,0,0,2,7,-1,-1,-1,-1,29,39
1,0,1,1,2,2,1,7,-1,-1,-1,-1,32,39
2,0,0,1,1,2,0,7,-1,-1,-1,-1,30,39
0,2,0,1,1,0,0,7,-1,-1,-1,-1,30,39
1,2,0,1,0,0,0,7,-1,-1,-1,-1,28,39
2,1,1,1,2,0,1,7,-1,-1,-1,-1,28,39
0,2,1,2,2,2,1,7,-1,-1,-1,-1,29,39
2,1,2,2,0,0,2,7,-1,-1,-1,-1,32,39
2,0,1,1,1,2,2,7,-1,-1,-1,-1,28,39
2,2,2,0,1,1,0,7,-1,-1,-1,-1,30,40
2,1,2,2,2,0,2,7,-1,-1,-1,-1,33,40
2,1,2,1,0,0,1,7,-1,-1,-1,-1,32,40
2,0,0,1,1,2,2,7,-1,-1,-1,-1,30,40
1,2,0,1,2,0,0,7,-1,-1,-1,-1,29,40
1,2,2,0,2,1,2,7,-1,-1,-1,-1,30,40
2,0,0,1,1,2,1,7,-1,-1,-1,-1,30,40
2,0,2,1,0,0,0,7,-1,-1,-1,-1,32,40
0,1,2,1,1,0,1,7,-1,-1,-1,-1,29,40
2,1,0,2,0,1,1,7,-1,-1,-1,-1,31,40
2,0,1,2,0,1,1,7,-1,-1,-1,-1,29,40
1,0,0,1,2,2,1,7,-1,-1,-1,-1,31,40
0,2,1,0,1,2,2,7,-1,-1,-1,-1,31,40
0,1,2,0,1,2,2,7,-1,-1,-1,-1,29,40
0,0,1,1,1,2,1,7,-1,-1,-1,-1,29,40
2,1,1,0,2,0,1,7,-1,-1,-1,-1,28,40
0,2,2,1,0,1,2,7,-1,-1,-1,-1,28,40
2,0,1,1,0,2,1,7,-1,-1,-1,-1,29,40
1,2,2,0,0,1,0,7,-1,-1,-1,-1,30,40
0,0,0,1,2,2,1,7,-1,-1,-1,-1,30,40
0,1,1,2,2,0,0,7,-1,-1,-1,-1,30,40
2,0,1,1,1,1,2,7,-1,-1,-1,-1,29,40
1,0,2,1,1,1,1,7,-1,-1,-1,-1,30,40
0,0,1,1,2,1,1,7,-1,-1,-1,-1,29,40
1,1,2,0,2,2,2,7,-1,-1,-1,-1,29,40
1,0,2,1,2,0,0,7,-1,-1,-1,-1,31,40
0,1,1,2,1,0,1,7,-1,-1,-1,-1,30,40
1,2,0,0,0,0,1,7,-1,-1,-1,-1,29,40
1,2,2,2,0,1,2,7,-1,-1,-1,-1,30,40
0,1,1,2,2,0,2,7,-1,-1,-1,-1,30,40
2,0,0,0,1,2,0,7,-1,-1,-1,-1,30,40
0,2,2,0,1,1,0,7,-1,-1,-1,-1,31,40
0,2,0,0,0,1,0,7,-1,-1,-1,-1,33,40
1,2,2,0,0,1,1,7,-1,-1,-1,-1,30,40
2,0,0,1,0,2,0,7,-1,-1,-1,-1,30,40
0,1,1,2,0,2,2,7,-1,-1,-1,-1,30,40
2,2,0,0,1,0,0,7,-1,-1,-1,-1,29,40
0,1,2,2,2,2,0,7,-1,-1,-1,-1,29,40
2,2,0,1,0,0,0,7,-1,-1,-1,-1,29,40
0,1,0,2,1,1,1,7,-1,-1,-1,-1,32,40
2,1,2,0,2,2,2,7,-1,-1,-1,-1,31,40
0,2,0,1,2,1,2,7,-1,-1,-1,-1,32,40
0,2,1,0,0,0,0,7,-1,-1,-1,-1,30,40
0,2,1,2,2,1,1,7,-1,-1,-1,-1,30,40
0,0,1,2,1,1,1,7,-1,-1,-1,-1,29,40
2,1,0,2,2,2,2,7,-1,-1,-1,-1,30,40
2,2,0,0,0,1,0,7,-1,-1,-1,-1,29,40
2,1,1,2,0,0,2,7,-1,-1,-1,-1,31,40
1,0,1,2,0,2,0,7,-1,-1,-1,-1,32,40
2,1,0,1,1,0,0,7,-1,-1,-1,-1,30,40
1,1,1,2,0,0,2,7,-1,-1,-1,-1,30,40
2,0,0,1,2,1,1,7,-1,-1,-1,-1,30,40
0,1,2,2,1,0,2,7,-1,-1,-1,-1,29,40
1,2,2,0,1,0,0,7,-1,-1,-1,-1,30,40
0,1,1,1,2,0,1,7,-1,-1,-1,-1,30,40
1,0,2,0,0,2,2,7,-1,-1,-1,-1,30,40
0,2,0,0,1,0,0,7,-1,-1,-1,-1,31,40
1,0,1,1,1,2,1,7,-1,-1,-1,-1,33,40
2,0,1,0,0,2,0,7,-1,-1,-1,-1,29,40
0,2,0,2,1,1,2,7,-1,-1,-1,-1,32,40
1,2,1,0,2,2,2,7,-1,-1,-1,-1,32,40
1,1,2,2,0,2,2,7,-1,-1,-1,-1,29,40
0,2,0,1,0,0,0,7,-1,-1,-1,-1,31,40
1,1,2,2,2,0,2,7,-1,-1,-1,-1,29,40
2,1,2,2,0,2,2,7,-1,-1,-1,-1,31,40
1,0,0,2,1,2,0,7,-1,-1,-1,-1,28,40
1,2,0,0,2,1,0,7,-1,-1,-1,-1,29,40
1,0,1,2,1,1,1,7,-1,-1,-1,-1,31,40
2,1,2,0,1,0,1,7,-1,-1,-1,-1,32,40
1,0,1,0,2,2,0,7,-1,-1,-1,-1,32,40
1,2,0,2,2,1,2,7,-1,-1,-1,-1,29,40
1,0,1,1,2,1,1,7,-1,-1,-1,-1,31,40
1,2,0,2,1,1,2,7,-1,-1,-1,-1,29,41
0,1,0,2,0,1,1,7,-1,-1,-1,-1,33,41
0,1,1,2,2,2,0,7,-1,-1,-1,-1,31,41
1,0,1,0,1,2,0,7,-1,-1,-1,-1,31,41
0,1,2,1,1,0,2,7,-1,-1,-1,-1,29,41
2,1,0,2,0,0,1,7,-1,-1,-1,-1,32,41
2,0,1,2,0,0,1,7,-1,-1,-1,-1,30,41
0,2,1,2,1,1,1,7,-1,-1,-1,-1,30,41
1,0,2,1,2,2,0,7,-1,-1,-1,-1,32,41
2,2,2,0,0,1,0,7,-1,-1,-1,-1,31,41
2,1,2,2,1,0,2,7,-1,-1,-1,-1,33,41
1,1,2,0,1,2,2,7,-1,-1,-1,-1,30,41
2,1,0,1,0,0,0,7,-1,-1,-1,-1,30,41
2,0,2,1,2,0,0,7,-1,-1,-1,-1,33,41
0,2,0,0,2,1,0,7,-1,-1,-1,-1,33,41
1,2,0,0,0,2,1,7,-1,-1,-1,-1,29,41
2,1,0,0,2,0,1,7,-1,-1,-1,-1,29,41
1,0,1,1,0,2,1,7,-1,-1,-1,-1,33,41
1,2,2,2,0,1,1,7,-1,-1,-1,-1,31,41
2,0,1,1,1,0,2,7,-1,-1,-1,-1,29,41
0,1,2,1,0,0,1,7,-1,-1,-1,-1,29,41
2,1,0,2,0,0,2,7,-1,-1,-1,-1,32,41
1,0,2,2,1,2,0,7,-1,-1,-1,-1,29,41
1,2,1,0,1,2,2,7,-1,-1,-1,-1,33,41
1,2,2,2,0,1,0,7,-1,-1,-1,-1,31,41
1,0,2,1,2,2,1,7,-1,-1,-1,-1,32,41
1,1,1,2,0,2,2,7,-1,-1,-1,-1,31,41
0,1,2,0,1,0,1,7,-1,-1,-1,-1,29,41
2,0,0,1,1,1,2,7,-1,-1,-1,-1,31,41
1,2,2,0,0,0,1,7,-1,-1,-1,-1,31,41
0,1,2,2,2,1,0,7,-1,-1,-1,-1,29,41
0,2,1,0,1,1,0,7,-1,-1,-1,-1,32,41
0,0,1,1,0,2,1,7,-1,-1,-1,-1,30,41
0,0,0,1,2,1,1,7,-1,-1,-1,-1,31,41
0,1,1,1,2,0,0,7,-1,-1,-1,-1,31,41
1,0,0,1,1,2,1,7,-1,-1,-1,-1,32,41
0,0,0,1,1,2,1,7,-1,-1,-1,-1,31,41
2,1,2,1,0,2,1,7,-1,-1,-1,-1,30,41
0,2,1,1,0,1,2,7,-1,-1,-1,-1,29,41
0,1,1,0,2,0,1,7,-1,-1,-1,-1,30,41
1,0,0,1,2,1,1,7,-1,-1,-1,-1,31,41
0,2,1,0,1,1,2,7,-1,-1,-1,-1,32,41
0,1,2,0,1,1,2,7,-1,-1,-1,-1,30,41
1,2,0,1,2,2,0,7,-1,-1,-1,-1,30,41
0,0,1,2,0,1,1,7,-1,-1,-1,-1,30,41
0,1,1,1,2,0,2,7,-1,-1,-1,-1,31,41
1,2,2,1,0,1,2,7,-1,-1,-1,-1,30,41
2,1,2,1,2,0,1,7,-1,-1,-1,-1,31,41
2,2,0,0,2,1,0,7,-1,-1,-1,-1,30,41
2,0,1,0,0,2,1,7,-1,-1,-1,-1,29,41
0,1,1,2,1,0,2,7,-1,-1,-1,-1,31,41
1,0,2,0,2,2,2,7,-1,-1,-1,-1,30,41
2,0,0,0,1,2,1,7,-1,-1,-1,-1,31,41
0,2,0,2,1,0,2,7,-1,-1,-1,-1,30,41
1,1,1,2,2,0,2,7,-1,-1,-1,-1,31,41
0,2,0,2,0,1,2,7,-1,-1,-1,-1,31,41
0,2,2,0,0,1,0,7,-1,-1,-1,-1,32,41
1,2,0,1,2,1,2,7,-1,-1,-1,-1,29,41
2,0,0,1,0,2,1,7,-1,-1,-1,-1,31,41
1,1,2,2,1,0,2,7,-1,-1,-1,-1,30,41
2,1,1,2,2,0,2,7,-1,-1,-1,-1,32,41
1,2,0,2,2,1,0,7,-1,-1,-1,-1,29,41
1,0,1,0,2,1,0,7,-1,-1,-1,-1,30,41
2,0,1,0,2,2,0,7,-1,-1,-1,-1,29,41
2,2,0,1,2,0,0,7,-1,-1,-1,-1,30,41
2,2,2,0,1,0,0,7,-1,-1,-1,-1,31,41
2,0,1,2,0,2,0,7,-1,-1,-1,-1,29,41
2,1,1,2,0,2,2,7,-1,-1,-1,-1,31,41
2,0,0,2,1,2,0,7,-1,-1,-1,-1,30,41
0,2,2,0,1,0,0,7,-1,-1,-1,-1,31,41
1,2,2,0,2,1,0,7,-1,-1,-1,-1,31,41
2,0,0,0,1,2,2,7,-1,-1,-1,-1,31,41
2,1,0,2,0,2,2,7,-1,-1,-1,-1,32,42
0,2,2,0,2,1,0,7,-1,-1,-1,-1,33,42
1,0,2,1,2,1,0,7,-1,-1,-1,-1,32,42
2,0,0,2,1,2,2,7,-1,-1,-1,-1,31,42
1,1,2,0,1,1,2,7,-1,-1,-1,-1,31,42
1,1,1,1,2,0,2,7,-1,-1,-1,-1,32,42
0,2,0,1,0,1,2,7,-1,-1,-1,-1,31,42
1,2,0,0,2,2,1,7,-1,-1,-1,-1,30,42
2,0,1,2,0,2,1,7,-1,-1,-1,-1,30,42
1,1,2,1,1,0,2,7,-1,-1,-1,-1,30,42
2,0,1,2,2,0,1,7,-1,-1,-1,-1,30,42
1,2,2,0,0,2,1,7,-1,-1,-1,-1,31,42
1,2,2,2,0,0,1,7,-1,-1,-1,-1,32,42
2,2,2,0,2,1,0,7,-1,-1,-1,-1,31,42
2,1,1,1,2,0,2,7,-1,-1,-1,-1,32,42
1,0,1,0,0,2,1,7,-1,-1,-1,-1,33,42
0,2,0,2,2,1,0,7,-1,-1,-1,-1,33,42
0,0,0,0,1,2,1,7,-1,-1,-1,-1,32,42
1,0,2,1,2,1,1,7,-1,-1,-1,-1,32,42
0,1,0,0,2,0,1,7,-1,-1,-1,-1,31,42
1,0,2,1,1,2,0,7,-1,-1,-1,-1,32,42
2,0,1,1,0,0,2,7,-1,-1,-1,-1,30,42
0,1,2,0,1,0,2,7,-1,-1,-1,-1,30,42
2,0,0,1,1,0,2,7,-1,-1,-1,-1,31,42
2,0,2,2,1,2,0,7,-1,-1,-1,-1,31,42
0,2,1,0,1,0,0,7,-1,-1,-1,-1,32,42
0,0,0,1,0,2,1,7,-1,-1,-1,-1,31,42
0,1,0,2,0,0,1,7,-1,-1,-1,-1,34,42
0,1,1,1,2,2,0,7,-1,-1,-1,-1,32,42
2,1,0,2,2,0,1,7,-1,-1,-1,-1,32,42
0,2,2,2,0,1,0,7,-1,-1,-1,-1,32,42
0,2,1,0,1,0,2,7,-1,-1,-1,-1,32,42
2,1,1,2,1,0,2,7,-1,-1,-1,-1,33,42
0,1,2,1,0,0,2,7,-1,-1,-1,-1,29,42
0,2,1,2,0,1,1,7,-1,-1,-1,-1,31,42
0,0,1,2,0,0,1,7,-1,-1,-1,-1,31,42
0,2,1,0,0,1,2,7,-1,-1,-1,-1,32,42
1,2,1,0,1,1,2,7,-1,-1,-1,-1,34,42
1,2,2,1,0,1,0,7,-1,-1,-1,-1,31,42
2,2,0,2,2,1,0,7,-1,-1,-1,-1,30,42
1,2,0,1,2,1,0,7,-1,-1,-1,-1,30,42
2,2,2,2,0,1,0,7,-1,-1,-1,-1,32,42
2,1,2,0,2,0,1,7,-1,-1,-1,-1,31,42
1,1,1,2,1,0,2,7,-1,-1,-1,-1,31,42
1,0,0,1,0,2,1,7,-1,-1,-1,-1,33,42
0,1,1,0,2,0,0,7,-1,-1,-1,-1,31,42
1,2,1,1,0,1,2,7,-1,-1,-1,-1,31,42
2,0,1,0,2,2,1,7,-1,-1,-1,-1,29,42
1,0,2,0,1,2,2,7,-1,-1,-1,-1,31,42
0,0,1,0,0,2,1,7,-1,-1,-1,-1,30,42
1,0,1,2,1,2,0,7,-1,-1,-1,-1,31,42
2,1,0,1,2,0,0,7,-1,-1,-1,-1,31,42
2,1,0,2,0,2,1,7,-1,-1,-1,-1,32,42
1,0,0,0,1,2,1,7,-1,-1,-1,-1,32,42
1,2,2,1,0,1,1,7,-1,-1,-1,-1,31,42
2,0,0,2,1,2,1,7,-1,-1,-1,-1,31,42
0,1,1,0,2,0,2,7,-1,-1,-1,-1,31,42
2,0,0,0,1,1,2,7,-1,-1,-1,-1,32,42
2,0,2,1,2,2,0,7,-1,-1,-1,-1,34,42
1,2,0,2,1,1,0,7,-1,-1,-1,-1,29,42
0,1,2,0,0,1,2,7,-1,-1,-1,-1,30,42
1,2,0,1,1,2,0,7,-1,-1,-1,-1,30,42
2,2,0,1,2,2,0,7,-1,-1,-1,-1,31,42
0,1,1,2,2,1,0,7,-1,-1,-1,-1,31,42
0,1,2,2,1,1,0,7,-1,-1,-1,-1,30,42
2,1,2,1,1,0,2,7,-1,-1,-1,-1,33,42
2,0,1,2,1,0,1,7,-1,-1,-1,-1,31,43
2,2,0,1,2,1,0,7,-1,-1,-1,-1,31,43
2,0,2,1,2,2,2,7,-1,-1,-1,-1,35,43
2,2,2,1,0,1,0,7,-1,-1,-1,-1,33,43
2,2,0,1,1,2,0,7,-1,-1,-1,-1,31,43
1,2,0,0,1,2,0,7,-1,-1,-1,-1,30,43
2,2,0,1,2,2,2,7,-1,-1,-1,-1,31,43
2,0,0,0,1,0,2,7,-1,-1,-1,-1,33,43
1,1,2,0,1,0,2,7,-1,-1,-1,-1,31,43
1,2,0,2,1,0,0,7,-1,-1,-1,-1,30,43
0,1,2,1,1,1,0,7,-1,-1,-1,-1,31,43
0,1,0,2,2,0,1,7,-1,-1,-1,-1,33,43
1,2,2,2,0,2,1,7,-1,-1,-1,-1,33,43
2,2,0,2,1,1,0,7,-1,-1,-1,-1,31,43
1,0,0,2,1,2,1,7,-1,-1,-1,-1,32,43
1,2,1,0,1,1,0,7,-1,-1,-1,-1,35,43
1,2,0,0,2,1,1,7,-1,-1,-1,-1,30,43
0,1,0,2,0,2,1,7,-1,-1,-1,-1,34,43
0,1,1,1,2,1,0,7,-1,-1,-1,-1,33,43
1,1,2,0,1,1,1,7,-1,-1,-1,-1,31,43
2,0,1,0,2,1,1,7,-1,-1,-1,-1,30,43
1,2,0,2,2,2,1,7,-1,-1,-1,-1,31,43
0,1,2,0,2,0,1,7,-1,-1,-1,-1,32,43
1,2,0,1,0,1,2,7,-1,-1,-1,-1,32,43
2,0,1,1,0,2,2,7,-1,-1,-1,-1,30,43
0,1,0,2,0,0,0,7,-1,-1,-1,-1,35,43
0,1,2,1,0,2,2,7,-1,-1,-1,-1,30,43
2,0,1,0,0,0,2,7,-1,-1,-1,-1,31,43
2,0,2,2,1,2,1,7,-1,-1,-1,-1,32,43
0,0,1,2,0,2,1,7,-1,-1,-1,-1,31,43
0,2,1,0,2,1,2,7,-1,-1,-1,-1,32,43
1,1,2,0,0,1,2,7,-1,-1,-1,-1,31,43
0,1,2,2,0,1,2,7,-1,-1,-1,-1,30,43
0,1,1,1,1,2,0,7,-1,-1,-1,-1,33,43
0,0,0,2,1,2,1,7,-1,-1,-1,-1,33,43
1,2,1,0,1,1,1,7,-1,-1,-1,-1,35,43
0,1,0,2,0,0,2,7,-1,-1,-1,-1,35,43
0,1,0,0,2,0,0,7,-1,-1,-1,-1,32,43
1,2,0,1,0,2,0,7,-1,-1,-1,-1,31,43
1,1,2,1,0,0,2,7,-1,-1,-1,-1,31,43
0,1,1,2,1,1,0,7,-1,-1,-1,-1,32,43
2,0,1,1,2,0,1,7,-1,-1,-1,-1,30,43
0,2,1,2,0,0,1,7,-1,-1,-1,-1,31,43
2,1,0,1,2,2,0,7,-1,-1,-1,-1,31,43
2,0,2,2,1,2,2,7,-1,-1,-1,-1,32,43
0,1,2,0,2,1,2,7,-1,-1,-1,-1,31,43
0,1,0,0,2,0,2,7,-1,-1,-1,-1,32,43
2,1,1,0,2,0,2,7,-1,-1,-1,-1,32,43
2,0,2,1,1,2,0,7,-1,-1,-1,-1,33,43
0,0,1,0,2,2,1,7,-1,-1,-1,-1,31,43
2,0,0,1,0,0,2,7,-1,-1,-1,-1,32,43
1,2,1,1,0,1,0,7,-1,-1,-1,-1,32,43
0,0,1,2,2,0,1,7,-1,-1,-1,-1,31,43
0,1,2,2,1,0,0,7,-1,-1,-1,-1,30,43
1,2,1,0,1,0,2,7,-1,-1,-1,-1,34,43
0,0,1,2,0,0,0,7,-1,-1,-1,-1,31,43
2,0,1,2,1,2,0,7,-1,-1,-1,-1,32,43
1,1,1,0,2,0,2,7,-1,-1,-1,-1,33,43
1,2,1,0,0,1,2,7,-1,-1,-1,-1,33,43
0,2,0,2,1,1,0,7,-1,-1,-1,-1,33,43
1,0,2,1,0,2,0,7,-1,-1,-1,-1,32,43
1,0,2,0,1,1,2,7,-1,-1,-1,-1,31,43
1,2,2,0,2,2,1,7,-1,-1,-1,-1,32,43
2,0,2,1,2,2,1,7,-1,-1,-1,-1,35,43
1,2,2,2,2,0,1,7,-1,-1,-1,-1,33,43
0,0,1,2,0,0,2,7,-1,-1,-1,-1,31,43
2,2,0,1,2,2,1,7,-1,-1,-1,-1,31,43
1,2,1,1,0,1,1,7,-1,-1,-1,-1,32,43
1,0,1,0,2,2,1,7,-1,-1,-1,-1,33,43
0,2,2,1,0,1,0,7,-1,-1,-1,-1,32,43
2,0,0,0,0,1,2,7,-1,-1,-1,-1,33,43
2,1,2,1,0,0,2,7,-1,-1,-1,-1,33,43
1,1,2,0,1,1,0,7,-1,-1,-1,-1,31,43
2,0,2,1,2,1,0,7,-1,-1,-1,-1,34,43
2,1,0,2,1,0,1,7,-1,-1,-1,-1,32,43
0,1,0,2,1,0,1,7,-1,-1,-1,-1,34,44
2,0,0,1,0,2,2,7,-1,-1,-1,-1,32,44
0,2,1,2,2,0,1,7,-1,-1,-1,-1,32,44
1,2,0,1,0,1,0,7,-1,-1,-1,-1,33,44
2,0,1,0,2,0,1,7,-1,-1,-1,-1,31,44
1,2,0,2,2,1,1,7,-1,-1,-1,-1,31,44
1,1,2,0,0,1,1,7,-1,-1,-1,-1,32,44
1,1,2,1,0,2,2,7,-1,-1,-1,-1,31,44
0,0,2,1,2,2,1,7,-1,-1,-1,-1,35,44
0,1,2,1,0,1,2,7,-1,-1,-1,-1,31,44
2,1,0,0,2,0,2,7,-1,-1,-1,-1,33,44
2,2,0,1,1,2,2,7,-1,-1,-1,-1,32,44
2,0,2,1,2,1,1,7,-1,-1,-1,-1,35,44
1,1,2,0,0,1,0,7,-1,-1,-1,-1,32,44
2,2,0,1,2,1,1,7,-1,-1,-1,-1,32,44
0,2,1,2,0,0,0,7,-1,-1,-1,-1,32,44
1,2,2,2,1,0,1,7,-1,-1,-1,-1,34,44
1,0,2,2,1,2,1,7,-1,-1,-1,-1,33,44
0,1,1,1,0,2,0,7,-1,-1,-1,-1,34,44
2,2,0,1,1,2,1,7,-1,-1,-1,-1,32,44
0,1,2,0,2,0,0,7,-1,-1,-1,-1,33,44
2,2,0,0,1,2,0,7,-1,-1,-1,-1,31,44
1,2,0,1,0,1,1,7,-1,-1,-1,-1,33,44
2,2,0,1,0,2,0,7,-1,-1,-1,-1,32,44
1,0,1,0,1,2,1,7,-1,-1,-1,-1,34,44
2,0,1,2,0,0,2,7,-1,-1,-1,-1,32,44
2,0,2,1,0,2,0,7,-1,-1,-1,-1,34,44
1,1,2,0,2,1,2,7,-1,-1,-1,-1,32,44
2,0,0,0,2,1,2,7,-1,-1,-1,-1,34,44
0,0,1,2,2,0,0,7,-1,-1,-1,-1,32,44
0,1,0,2,0,2,2,7,-1,-1,-1,-1,35,44
1,1,0,2,0,0,2,7,-1,-1,-1,-1,35,44
2,0,0,1,2,0,1,7,-1,-1,-1,-1,31,44
0,1,2,0,2,0,2,7,-1,-1,-1,-1,33,44
2,0,2,1,1,2,1,7,-1,-1,-1,-1,34,44
0,1,1,2,0,1,2,7,-1,-1,-1,-1,31,44
0,2,1,1,0,1,0,7,-1,-1,-1,-1,33,44
1,1,0,0,2,0,2,7,-1,-1,-1,-1,33,44
0,0,1,2,0,2,2,7,-1,-1,-1,-1,32,44
0,0,1,1,2,0,1,7,-1,-1,-1,-1,31,44
1,0,2,0,1,1,1,7,-1,-1,-1,-1,32,44
0,1,2,0,1,1,0,7,-1,-1,-1,-1,32,44
1,2,1,0,1,0,0,7,-1,-1,-1,-1,35,44
1,2,1,0,0,1,0,7,-1,-1,-1,-1,34,44
0,1,1,2,1,0,0,7,-1,-1,-1,-1,32,44
2,1,0,1,2,2,2,7,-1,-1,-1,-1,32,44
0,2,0,2,1,0,0,7,-1,-1,-1,-1,32,44
1,0,2,0,1,1,0,7,-1,-1,-1,-1,32,44
0,2,0,2,0,1,0,7,-1,-1,-1,-1,34,44
2,0,2,1,1,2,2,7,-1,-1,-1,-1,34,44
0,2,1,2,0,0,2,7,-1,-1,-1,-1,32,44
2,1,0,1,2,2,1,7,-1,-1,-1,-1,32,44
2,2,1,1,0,1,0,7,-1,-1,-1,-1,33,44
2,1,0,1,1,2,0,7,-1,-1,-1,-1,32,44
1,2,1,0,2,1,2,7,-1,-1,-1,-1,34,44
1,0,1,0,2,1,1,7,-1,-1,-1,-1,32,44
1,1,2,2,0,1,2,7,-1,-1,-1,-1,31,44
0,0,1,0,2,1,1,7,-1,-1,-1,-1,31,44
2,2,0,2,1,0,0,7,-1,-1,-1,-1,31,44
1,2,1,0,0,1,1,7,-1,-1,-1,-1,34,44
2,0,1,2,1,2,2,7,-1,-1,-1,-1,33,44
2,1,2,1,0,2,2,7,-1,-1,-1,-1,32,44
0,0,1,2,2,0,2,7,-1,-1,-1,-1,32,44
1,2,2,0,2,1,1,7,-1,-1,-1,-1,32,44
0,1,0,2,2,0,0,7,-1,-1,-1,-1,34,44
0,0,1,2,1,0,1,7,-1,-1,-1,-1,32,44
1,0,2,0,0,1,2,7,-1,-1,-1,-1,32,44
1,2,0,1,2,2,1,7,-1,-1,-1,-1,32,44
2,0,1,2,1,2,1,7,-1,-1,-1,-1,33,44
2,2,1,0,1,1,0,7,-1,-1,-1,-1,35,44
1,1,2,0,1,0,0,7,-1,-1,-1,-1,32,44
0,0,2,2,1,2,1,7,-1,-1,-1,-1,33,44
2,1,2,1,2,0,2,7,-1,-1,-1,-1,34,44
2,0,1,0,0,2,2,7,-1,-1,-1,-1,31,44
0,1,2,1,1,0,0,7,-1,-1,-1,-1,31,44
1,2,0,2,1,2,0,7,-1,-1,-1,-1,31,44
1,2,2,0,1,2,0,7,-1,-1,-1,-1,31,44
0,1,0,2,2,0,2,7,-1,-1,-1,-1,34,44
1,0,1,2,1,2,1,7,-1,-1,-1,-1,34,45
1,1,2,0,1,2,0,7,-1,-1,-1,-1,32,45
2,0,1,2,0,2,2,7,-1,-1,-1,-1,32,45
1,0,0,2,0,0,2,7,-1,-1,-1,-1,36,45
2,2,1,0,0,1,0,7,-1,-1,-1,-1,35,45
